City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
179,kerikeri,-35.2268,173.9474,17.17,90,90,0.45,NZ,1684715030
180,colchani,-20.3,-66.9333,4.18,27,0,3.25,BO,1684715030
181,la'ie,21.6477,-157.9253,30.98,68,65,3.58,US,1684714817
182,yemetsk,63.4721,41.7941,10.06,48,66,0.6,RU,1684714755
183,nadbai,27.2333,77.2,32.53,23,37,4.21,IN,1684715030
184,berezovyy,51.6667,135.7,13.31,56,82,1.85,RU,1684715030
185,tindouf,27.6711,-8.1474,16.25,59,0,11.32,DZ,1684715031
186,kangiwa,12.5521,3.8187,32.61,44,100,4.93,NG,1684715031
187,macia,-25.0269,33.0989,16.49,60,0,2.98,MZ,1684715031
188,chinde,26.8418,88.0763,16.31,77,55,2.03,NP,1684715031
189,tazacorte,28.629,-17.9293,18.54,75,75,2.68,ES,1684715031
190,city of balikpapan,-1.242,116.8942,24.97,100,40,1.03,ID,1684715032
191,san luis de la loma,17.2706,-100.8939,30.23,65,83,2.35,MX,1684714819
192,bardai,11.65,7.2333,23.27,77,100,6.08,NG,1684715032
193,hafar al-batin,28.4328,45.9708,26.32,29,0,6.69,SA,1684715032
194,saint-joseph,-21.3667,55.6167,23.21,75,1,2.13,RE,1684715032
195,bousso,10.4795,16.7117,31.96,41,60,1.95,TD,1684715033
196,kudahuvadhoo,2.6708,72.8944,28.37,72,21,3.53,MV,1684714820
197,tocopilla,-22.092,-70.1979,18.78,75,15,4.11,CL,1684715033
198,omaruru,-21.4333,15.9333,15.27,26,0,1.91,NA,1684715033
199,goianapolis,-16.5106,-49.0239,20.6,52,47,2.55,BR,1684715033
200,laojunmiao,39.8333,97.7333,14.33,29,0,0.73,CN,1684715034
201,ternate,0.8,127.4,28.39,72,11,3.05,ID,1684714821
202,candon,17.1947,120.4517,30.57,69,17,0.79,PH,1684715034
203,qaqortoq,60.7167,-46.0333,0.26,89,100,7.16,GL,1684715034
204,puerto san jose,13.9256,-90.8244,29.67,70,88,3.3,GT,1684714979
205,cizre,37.3272,42.1903,15.56,88,0,3.6,TR,1684714822
206,kiunga,-6.1219,141.2906,27.2,71,69,1.9,PG,1684715035
207,shostka,51.863,33.4698,7.81,91,3,3.27,UA,1684715035
208,tobelo,1.7284,128.0095,28.32,75,88,1.7,ID,1684715035
209,chester-le-street,54.8586,-1.5741,8.55,85,13,1.51,GB,1684715035
210,hami,42.8,93.45,23.69,19,100,1.31,CN,1684714823
211,cotonou,6.3654,2.4183,27.99,83,40,1.03,BJ,1684714823
212,torres novas,39.4811,-8.5395,15.25,75,100,2.11,PT,1684714823
213,vorozhba,51.1733,34.2192,8.37,92,57,3.64,UA,1684715036
214,portland,45.5234,-122.6762,18.88,62,100,4.63,US,1684714365
215,minas de marcona,-15.2119,-75.1103,14.7,86,43,5.16,PE,1684715036
216,ibaiti,-23.8486,-50.1878,12.7,81,100,1.32,BR,1684714824
217,mar del plata,-38.0023,-57.5575,17.83,94,100,7.2,AR,1684714732
218,st. john's,47.5649,-52.7093,10.99,83,75,10.29,CA,1684715037
219,vila do maio,15.1333,-23.2167,23.44,81,96,6.65,CV,1684714825
220,taunggyi,20.7833,97.0333,19.9,64,27,0.62,MM,1684715037
221,codrington,-38.2667,141.9667,11.66,76,100,4.4,AU,1684715038
222,port saint john's,-31.6229,29.5448,16.29,62,28,7.44,ZA,1684715038
223,zhanaozen,43.3,52.8,20.84,45,95,8.52,KZ,1684715038
224,hilo,19.7297,-155.09,30.16,79,75,4.63,US,1684714826
225,ghat,24.9647,10.1728,24.91,17,16,1.03,LY,1684715038
226,tal'menka,53.8183,83.5677,10.77,63,48,2.59,RU,1684714826
227,ostrovskoye,57.8057,42.2433,11.82,96,59,2.07,RU,1684715039
228,jamestown,42.097,-79.2353,16.8,55,0,2.06,US,1684714826
229,guerrero negro,27.9769,-114.0611,19.24,67,62,7.32,MX,1684714827
230,itapirapua,-15.8233,-50.6133,20.33,47,46,1.37,BR,1684714904
231,changling,44.2653,124.0005,16.67,70,12,0.89,CN,1684715040
232,rolandia,-23.3097,-51.3692,19.95,82,84,2.03,BR,1684715040
233,tomatlan,19.9333,-105.25,34.3,39,3,3.69,MX,1684715040
234,port elizabeth,-33.918,25.5701,12.28,91,40,4.12,ZA,1684715040
235,velika obarska,44.8053,19.1642,15.5,90,24,1.13,BA,1684715041
236,mejit,10.2753,170.8646,27.69,84,99,7.08,MH,1684714828
237,bubaque,11.2833,-15.8333,27.37,74,78,4.95,GW,1684715041
238,pokhara,28.2333,83.9833,21.45,51,35,1.39,NP,1684715041
239,yuxia,34.0615,108.6291,12.34,63,100,1.65,CN,1684715041
240,podebrady,50.1424,15.1188,16.07,73,85,2.53,CZ,1684714829
241,san andres,12.5847,-81.7006,27.83,79,100,6.0,CO,1684714830
242,high rock,26.6208,-78.2833,27.01,72,54,5.64,BS,1684715042
243,dhidhdhoo,6.8833,73.1,29.04,73,46,4.26,MV,1684715042
244,nogliki,51.8333,143.1667,2.01,92,100,5.07,RU,1684715042
245,plastun,44.7561,136.2939,10.76,76,97,0.87,RU,1684715043
246,labrador city,52.9463,-66.9114,-0.05,69,100,7.2,CA,1684714830
247,tinaan,11.2667,123.75,28.62,71,26,1.25,PH,1684714831
248,kalecik,40.0972,33.4083,13.73,79,32,1.04,TR,1684714831
249,dieppe,49.75,1.1667,11.68,86,85,0.89,FR,1684715043
